asset_id,name,name_en,name_ms,category,subcategory,osm_category,osm_type,osm_id,lat,lon,state,state_code,district,district_code,cuisine,brand,stars,rooms,beds,operator,website,phone,opening_hours,wheelchair
OSM_node_13919513349,Klinik Utama,,,Essential Services,Clinic,amenity=clinic,node,13919513349,3.06458,101.650075,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_4715487332,Klinik Uzma,,,Essential Services,Clinic,amenity=clinic,node,4715487332,3.103119,101.599855,Selangor,10,Petaling,05,,,,,,,,,24/7,
OSM_node_4659368889,Klinik Wai,WAI Clinic,,Essential Services,Clinic,amenity=clinic,node,4659368889,3.046742,101.62133,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_12894125580,Klinik Wai,,,Essential Services,Clinic,amenity=clinic,node,12894125580,3.022308,101.70619,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_4734085655,Klinik Walia,,,Essential Services,Clinic,amenity=clinic,node,4734085655,3.065447,101.637669,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_13093291657,Klinik Waqaf An-Nur & Pusat Dialysis Sungai Buloh,,,Essential Services,Clinic,amenity=clinic,node,13093291657,3.201562,101.557986,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_4734659385,Klinik Widuri,,,Essential Services,Clinic,amenity=clinic,node,4734659385,3.074243,101.63556,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_13764033761,Klinik prime healthcare,,,Essential Services,Clinic,amenity=clinic,node,13764033761,3.12024,101.597403,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_11067188857,Klink Aurora,,,Essential Services,Clinic,amenity=clinic,node,11067188857,3.197279,101.593896,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_4715487328,MB Star Dialysis Centre,,,Essential Services,Clinic,amenity=clinic,node,4715487328,3.102682,101.599593,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_4734662522,MDZ Haemodialysis Centre,,,Essential Services,Clinic,amenity=clinic,node,4734662522,3.077842,101.623886,Selangor,10,Petaling,05,,,,,,,,,,
OSM_way_1061042061,MEX FAST Drive-Thru Testing Centre,,,Essential Services,Clinic,amenity=clinic,way,1061042061,2.99017,101.684034,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_8360928432,Mini Child Specialist Clinic,Mini Child Specialist Clinic,,Essential Services,Clinic,amenity=clinic,node,8360928432,3.113653,101.602683,Selangor,10,Petaling,05,,,,,,Dr Hieu Yu Jin,,,"Mo-Fr 09:00-13:30,18:00-21:00; Sa,Su 09:00-13:30",
OSM_node_12001743462,My Health Clinic @ Elmina,,,Essential Services,Clinic,amenity=clinic,node,12001743462,3.187083,101.525293,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_13449533867,PJ Polyclinic,,,Essential Services,Clinic,amenity=clinic,node,13449533867,3.086092,101.646375,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_12323602065,Perdana Care,,,Essential Services,Clinic,amenity=clinic,node,12323602065,3.16515,101.608004,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_13026493833,Peters Radiant Aesthetic & Hair Transplant Clinic,,,Essential Services,Clinic,amenity=clinic,node,13026493833,3.081531,101.587947,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_4746993768,Poliklinik Alia,,,Essential Services,Clinic,amenity=clinic,node,4746993768,3.081773,101.527343,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_11982616675,Poliklinik Amalmedic,,,Essential Services,Clinic,amenity=clinic,node,11982616675,3.155611,101.595322,Selangor,10,Petaling,05,,,,,,,,,,
OSM_way_1123821356,Poliklinik An-Nisa',,,Essential Services,Clinic,amenity=clinic,way,1123821356,3.036715,101.520198,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_4561283470,Poliklinik Ananthan,,Poliklinik Ananthan,Essential Services,Clinic,amenity=clinic,node,4561283470,3.046853,101.590083,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_4490605592,Poliklinik Care Medics,,Poliklinik Care Medics,Essential Services,Clinic,amenity=clinic,node,4490605592,2.984714,101.618575,Selangor,10,Petaling,05,,,,,,,http://www.facebook.com/p.caremedics,0193369725,Mo-Su 09:00-22:00,
OSM_node_4712134167,Poliklinik Damai Dan Surgeri,,,Essential Services,Clinic,amenity=clinic,node,4712134167,3.078899,101.650702,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_4664696534,Poliklinik Dinar,,,Essential Services,Clinic,amenity=clinic,node,4664696534,3.080318,101.637045,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_11951334319,Poliklinik Dinar,,,Essential Services,Clinic,amenity=clinic,node,11951334319,3.172558,101.535197,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_13027795596,Poliklinik Juara Medic,,,Essential Services,Clinic,amenity=clinic,node,13027795596,3.033267,101.578878,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_4734085652,Poliklinik Kinrara,,,Essential Services,Clinic,amenity=clinic,node,4734085652,3.064724,101.637649,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_11982518607,Poliklinik Kota Damansara,,,Essential Services,Clinic,amenity=clinic,node,11982518607,3.159215,101.595373,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_10988289406,Poliklinik Leeson,,,Essential Services,Clinic,amenity=clinic,node,10988289406,3.164809,101.548254,Selangor,10,Petaling,05,,,,,,Poliklinik Leeson,,,Mo-Fr 08:30-19:00,
OSM_node_4715896537,Poliklinik Lim,,,Essential Services,Clinic,amenity=clinic,node,4715896537,3.086664,101.621206,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_299415475,Poliklinik Lourdes,,,Essential Services,Clinic,amenity=clinic,node,299415475,3.064359,101.539249,Selangor,10,Petaling,05,,,,,,,,,24/7,
OSM_node_299415575,Poliklinik Lourdes,,,Essential Services,Clinic,amenity=clinic,node,299415575,3.067247,101.561698,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_1557921102,Poliklinik Lourdes,,,Essential Services,Clinic,amenity=clinic,node,1557921102,3.101073,101.641006,Selangor,10,Petaling,05,,,,,,,,,24/7,
OSM_node_1557945343,Poliklinik Ludher,,,Essential Services,Clinic,amenity=clinic,node,1557945343,3.110306,101.635682,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_12905442620,Poliklinik Medi-Nur,,,Essential Services,Clinic,amenity=clinic,node,12905442620,2.99233,101.61571,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_10177746973,Poliklinik Mediprima,,,Essential Services,Clinic,amenity=clinic,node,10177746973,3.202087,101.558265,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_13296041192,Poliklinik Meranti,,,Essential Services,Clinic,amenity=clinic,node,13296041192,3.186887,101.602519,Selangor,10,Petaling,05,,,,,,,,,"Mo-Th 09:00-13:00,14:00-17:00; Fr 09:00-12:30,14:30-17:00; Sa-Su off",limited
OSM_node_4715896552,Poliklinik Mohan,,,Essential Services,Clinic,amenity=clinic,node,4715896552,3.086318,101.620537,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_4734662540,Poliklinik PJCC,,,Essential Services,Clinic,amenity=clinic,node,4734662540,3.078304,101.625069,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_4736156299,Poliklinik Pusrawi SMC,,,Essential Services,Clinic,amenity=clinic,node,4736156299,3.111632,101.633876,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_12041302752,Poliklinik Rafflesia,,,Essential Services,Clinic,amenity=clinic,node,12041302752,3.176924,101.548286,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_12001979978,Poliklinik Rakyat,,,Essential Services,Clinic,amenity=clinic,node,12001979978,3.044594,101.517981,Selangor,10,Petaling,05,,,,,,Careclinics,,,,
OSM_node_299422088,Poliklinik Seri Permai,,Poliklinik Seri Permai,Essential Services,Clinic,amenity=clinic,node,299422088,3.074293,101.561913,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_13922256614,Poliklinik Star Puchong,,,Essential Services,Clinic,amenity=clinic,node,13922256614,3.037268,101.616966,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_12251058175,Poliklinik Subang,,,Essential Services,Clinic,amenity=clinic,node,12251058175,3.075766,101.58659,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_14188943804,Poliklinik Tan Dan Loi,,,Essential Services,Clinic,amenity=clinic,node,14188943804,3.047783,101.585649,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_305358682,Poliklinik Umra,Umra Polyclinic,,Essential Services,Clinic,amenity=clinic,node,305358682,3.082882,101.539873,Selangor,10,Petaling,05,,,,,,,,,24/7,
OSM_node_1866868429,Poliklinik Vijay,,,Essential Services,Clinic,amenity=clinic,node,1866868429,3.064021,101.648413,Selangor,10,Petaling,05,,,,,,,,+60 03 80751550,,
OSM_node_4725305802,Poliklinik Vista,,,Essential Services,Clinic,amenity=clinic,node,4725305802,3.100405,101.641374,Selangor,10,Petaling,05,,,,,,,,,24/7,
OSM_way_1125998854,Poliklinik Zulkifli,,,Essential Services,Clinic,amenity=clinic,way,1125998854,3.043827,101.517857,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_12730375373,Poliklinik mediMAX,,,Essential Services,Clinic,amenity=clinic,node,12730375373,3.128236,101.634377,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_8454054599,Primer Cherang Clinic Kota Damansara 24H,,,Essential Services,Clinic,amenity=clinic,node,8454054599,3.157108,101.571398,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_4723061938,Pusat Dialisis Healthcare,Healthcare Dialysis Centre,,Essential Services,Clinic,amenity=clinic,node,4723061938,3.088541,101.653098,Selangor,10,Petaling,05,,,,,,,,,,
OSM_way_1022182600,Pusat Hemodialisis Mawar (Cawangan Seri Kembangan),,,Essential Services,Clinic,amenity=clinic,way,1022182600,3.03127,101.698875,Selangor,10,Petaling,05,,,,,,,,,,
OSM_way_351639496,Pusat Kesihatan UiTM Shah Alam,UiTM Shah Alam Health Centre,Pusat Kesihatan UiTM Shah Alam,Essential Services,Clinic,amenity=clinic,way,351639496,3.068265,101.493723,Selangor,10,Petaling,05,,,,,,,,,,yes
OSM_way_374096793,Pusat Kesihatan UiTM Shah Alam (Annex),,,Essential Services,Clinic,amenity=clinic,way,374096793,3.068623,101.494059,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_13164526394,Pusat Perubatan Homeopati GHC,GHC Wellness Homeopathy Centre,,Essential Services,Clinic,amenity=clinic,node,13164526394,3.047369,101.580196,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_4715487377,Qualitas Health,,,Essential Services,Clinic,amenity=clinic,node,4715487377,3.105657,101.599917,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_13377746665,Qualitas Health,,,Essential Services,Clinic,amenity=clinic,node,13377746665,3.057849,101.50676,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_13637318118,RJ Clinic Ativo Plaza,,,Essential Services,Clinic,amenity=clinic,node,13637318118,3.19599,101.616651,Selangor,10,Petaling,05,,,,,,,https://www.rjclinic.my,+60169242200,Tu-Sa 10:00-19:00,
OSM_node_12089836864,Renal Associates,,,Essential Services,Clinic,amenity=clinic,node,12089836864,3.103323,101.652943,Selangor,10,Petaling,05,,,,,,,,,,
OSM_way_1005223787,SJAM-KPS Pusat Hemodialisis Serdang Raya (Station 14),,,Essential Services,Clinic,amenity=clinic,way,1005223787,3.040903,101.701952,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_9876409122,Selcare Clinic (Skypark),Selcare Clinic (Skypark),,Essential Services,Clinic,amenity=clinic,node,9876409122,3.133436,101.55332,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_7521777905,Signature Dental Clinic,,,Essential Services,Clinic,amenity=clinic,node,7521777905,3.151394,101.59254,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_11949343485,Skyhill Clinic HQ,,,Essential Services,Clinic,amenity=clinic,node,11949343485,3.161785,101.512961,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_7314365871,Sri Kinrara Klinik,,Sri Kinrara Klinik,Essential Services,Clinic,amenity=clinic,node,7314365871,3.047362,101.644529,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_12749473162,TRUEclinic,,,Essential Services,Clinic,amenity=clinic,node,12749473162,3.154079,101.593367,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_8142499628,UniKlinik,,,Essential Services,Clinic,amenity=clinic,node,8142499628,3.158497,101.573874,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_2621128056,Unnamed Clinic,,,Essential Services,Clinic,amenity=clinic,node,2621128056,3.096891,101.612899,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_4741180277,Unnamed Clinic,,,Essential Services,Clinic,amenity=clinic,node,4741180277,3.088717,101.612043,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_11806611488,Unnamed Clinic,,,Essential Services,Clinic,amenity=clinic,node,11806611488,3.168617,101.470375,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_12976908211,Unnamed Clinic,,,Essential Services,Clinic,amenity=clinic,node,12976908211,3.007669,101.598873,Selangor,10,Petaling,05,,,,,,,,,,
OSM_way_23716815,Unnamed Clinic,,,Essential Services,Clinic,amenity=clinic,way,23716815,3.072533,101.49046,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_12960688241,W. Y. Leong,,,Essential Services,Clinic,amenity=clinic,node,12960688241,3.119487,101.597994,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_12912127635,Y.F.Chew Klinik Sdn Bhd,,,Essential Services,Clinic,amenity=clinic,node,12912127635,3.022718,101.706519,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_13366546240,eternity healthcare sdn bhd,,,Essential Services,Clinic,amenity=clinic,node,13366546240,3.081461,101.54,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_13377746675,klinik smp,,,Essential Services,Clinic,amenity=clinic,node,13377746675,3.058693,101.506161,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_13441812148,uniklinik,,,Essential Services,Clinic,amenity=clinic,node,13441812148,3.07676,101.497244,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_2837435349,《新一代》中医诊疗所,,,Essential Services,Clinic,amenity=clinic,node,2837435349,3.022185,101.699359,Selangor,10,Petaling,05,,,,,,,,,,
OSM_node_6160895485,Appu Clinic,,,Essential Services,Clinic,amenity=clinic,node,6160895485,3.767506,100.981938,Selangor,10,Sabak Bernam,06,,,,,,,,,,
OSM_node_12043431177,DaVita,,,Essential Services,Clinic,amenity=clinic,node,12043431177,3.763634,100.9836,Selangor,10,Sabak Bernam,06,,,,,,,,,,
OSM_way_1302137598,Klinik Desa Bagan Nakhoda Omar,,,Essential Services,Clinic,amenity=clinic,way,1302137598,3.775842,100.882274,Selangor,10,Sabak Bernam,06,,,,,,Kementerian Kesihatan Malaysia,,,,
OSM_way_1364465365,Klinik Desa Merbau Berdarah,,,Essential Services,Clinic,amenity=clinic,way,1364465365,3.713323,101.126431,Selangor,10,Sabak Bernam,06,,,,,,,,,,
OSM_way_1451029959,Klinik Kesihatan Sekinchan,Sekinchan Health Clinic,Klinik Kesihatan Sekinchan,Essential Services,Clinic,amenity=clinic,way,1451029959,3.510015,101.102803,Selangor,10,Sabak Bernam,06,,,,,,Kementerian Kesihatan Malaysia,,,,
OSM_way_790404557,Klinik Kesihatan Simpang Lima,,,Essential Services,Clinic,amenity=clinic,way,790404557,3.626651,101.051749,Selangor,10,Sabak Bernam,06,,,,,,,,,,
OSM_way_790662467,Klinik Kesihatan Sungai Besar,Sungai Besar Health Clinic,Klinik Kesihatan Sungai Besar,Essential Services,Clinic,amenity=clinic,way,790662467,3.675794,100.98838,Selangor,10,Sabak Bernam,06,,,,,,Kementerian Kesihatan Malaysia,,,,
OSM_way_1302101600,Unnamed Clinic,,,Essential Services,Clinic,amenity=clinic,way,1302101600,3.840797,100.89806,Selangor,10,Sabak Bernam,06,,,,,,Kementerian Kesihatan Malaysia,,,,
OSM_way_1302101625,Unnamed Clinic,,,Essential Services,Clinic,amenity=clinic,way,1302101625,3.816568,100.843296,Selangor,10,Sabak Bernam,06,,,,,,Kementerian Kesihatan Malaysia,,,,
OSM_node_11349374623,Afly Clinic,,,Essential Services,Clinic,amenity=clinic,node,11349374623,2.923634,101.651617,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_11005349815,Davita (Opening Soon),Davita (Opening Soon),,Essential Services,Clinic,amenity=clinic,node,11005349815,2.839121,101.700758,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_10931156070,Fuziah,,,Essential Services,Clinic,amenity=clinic,node,10931156070,2.82467,101.707031,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_13961981372,Harmoni Hemodialisis (Cawangan Sungai Pelek),,,Essential Services,Clinic,amenity=clinic,node,13961981372,2.638138,101.712881,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_11898786128,JL Dialysis,,,Essential Services,Clinic,amenity=clinic,node,11898786128,2.839041,101.697575,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_4717547089,Kelinik Rakyat & Surgeri,,Kelinik Rakyat & Surgeri,Essential Services,Clinic,amenity=clinic,node,4717547089,2.857632,101.680173,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_12384110140,Klinik Alarra,,,Essential Services,Clinic,amenity=clinic,node,12384110140,2.824363,101.692243,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_12265975746,Klinik Amara,,,Essential Services,Clinic,amenity=clinic,node,12265975746,2.947725,101.617929,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_6200097723,Klinik Anda,,Klinik Anda,Essential Services,Clinic,amenity=clinic,node,6200097723,2.820735,101.694159,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_11506168569,Klinik Awani,,,Essential Services,Clinic,amenity=clinic,node,11506168569,2.825426,101.692973,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_12389837095,Klinik Cosmo Medic,,,Essential Services,Clinic,amenity=clinic,node,12389837095,2.828813,101.705982,Selangor,10,Sepang,07,,,,,,,,,,
OSM_way_703367594,Klinik Desa Jenderam Hulu,,,Essential Services,Clinic,amenity=clinic,way,703367594,2.868509,101.730926,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_6089785568,Klinik Desa Kampung Sungai Merab Luar,,,Essential Services,Clinic,amenity=clinic,node,6089785568,2.939007,101.742494,Selangor,10,Sepang,07,,,,,,Kementerian Kesihatan Malaysia,,,,
OSM_way_394540180,Klinik Desa Pulau Meranti,,Klinik Desa Pulau Meranti,Essential Services,Clinic,amenity=clinic,way,394540180,2.955104,101.625221,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_4719212642,Klinik Dr Marisa & Rakan,,,Essential Services,Clinic,amenity=clinic,node,4719212642,2.864449,101.675307,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_5302880618,Klinik Dr Najwa,,,Essential Services,Clinic,amenity=clinic,node,5302880618,2.943127,101.746036,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_12194813650,Klinik Hana,,,Essential Services,Clinic,amenity=clinic,node,12194813650,2.965495,101.720163,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_4719562114,Klinik Harmoni,,Klinik Harmoni,Essential Services,Clinic,amenity=clinic,node,4719562114,2.879053,101.665722,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_10938676339,Klinik Hazra Medic,,Klinik Hazra Medic,Essential Services,Clinic,amenity=clinic,node,10938676339,2.819273,101.694153,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_11898786131,Klinik Horizon,,,Essential Services,Clinic,amenity=clinic,node,11898786131,2.839829,101.697947,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_4717547100,Klinik Ibu & Anak Dengkil,,Klinik Ibu & Anak Dengkil,Essential Services,Clinic,amenity=clinic,node,4717547100,2.859315,101.681811,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_4717547103,Klinik Kesihatan Dengkil,,Klinik Kesihatan Dengkil,Essential Services,Clinic,amenity=clinic,node,4717547103,2.85985,101.681792,Selangor,10,Sepang,07,,,,,,Kementerian Kesihatan Malaysia,,,,
OSM_way_823537981,Klinik Kesihatan Salak,,Klinik Kesihatan Salak,Essential Services,Clinic,amenity=clinic,way,823537981,2.789532,101.749198,Selangor,10,Sepang,07,,,,,,,,,,
OSM_way_948194608,Klinik Kesihatan Sepang,,,Essential Services,Clinic,amenity=clinic,way,948194608,2.689357,101.749997,Selangor,10,Sepang,07,,,,,,Kementerian Kesihatan Malaysia,,,,
OSM_way_987512896,Klinik Kesihatan Sungai Pelek,,,Essential Services,Clinic,amenity=clinic,way,987512896,2.645146,101.718198,Selangor,10,Sepang,07,,,,,,Kementerian Kesihatan Malaysia,,,,
OSM_node_4717547067,Klinik Lingam,,Klinik Lingam,Essential Services,Clinic,amenity=clinic,node,4717547067,2.856593,101.680508,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_4220894389,Klinik Marsya,,Klinik Marsya,Essential Services,Clinic,amenity=clinic,node,4220894389,2.784542,101.750876,Selangor,10,Sepang,07,,,,,,,,,Mo-Su 09:00-22:00,
OSM_node_9903747623,Klinik Mediviron,,Klinik Mediviron,Essential Services,Clinic,amenity=clinic,node,9903747623,2.85607,101.670287,Selangor,10,Sepang,07,,,,,,Klinik Mediviron,,,,
OSM_node_12816666775,Klinik Mediviron,,Klinik Mediviron,Essential Services,Clinic,amenity=clinic,node,12816666775,2.973005,101.658103,Selangor,10,Sepang,07,,,,,,Klinik Mediviron,,,,
OSM_node_10931156059,Klinik Mumtaz,,,Essential Services,Clinic,amenity=clinic,node,10931156059,2.824739,101.705066,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_6200097719,Klinik Pergigian Dental Heritage,,Klinik Pergigian Dental Heritage,Essential Services,Clinic,amenity=clinic,node,6200097719,2.818574,101.694146,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_6200097716,Klinik Pergigian Warisan,,Klinik Pergigian Warisan,Essential Services,Clinic,amenity=clinic,node,6200097716,2.81826,101.694212,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_11431914134,Klinik Pusrawi Dengkil,,Klinik Pusrawi Dengkil,Essential Services,Clinic,amenity=clinic,node,11431914134,2.870189,101.671194,Selangor,10,Sepang,07,,,,,,Klinik Pusrawi Dengkil,https://www.klinikpusrawidengkil.com,+60108499345,Mo-Su 09:00-22:00,yes
OSM_node_6200097718,Klinik Siti,,Klinik Siti,Essential Services,Clinic,amenity=clinic,node,6200097718,2.818442,101.694147,Selangor,10,Sepang,07,,,,,,,https://www.kliniksiti.com,,,
OSM_node_10934007726,Klinik Smart,,,Essential Services,Clinic,amenity=clinic,node,10934007726,2.823394,101.692458,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_11951322420,Klinik Utama,,,Essential Services,Clinic,amenity=clinic,node,11951322420,2.827295,101.692787,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_10938676311,Klinik Warisan,,Klinik Warisan,Essential Services,Clinic,amenity=clinic,node,10938676311,2.821159,101.694531,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_4719212648,Klinik Zalfah,,,Essential Services,Clinic,amenity=clinic,node,4719212648,2.86497,101.67482,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_10938676333,MediPulih Klinik,,,Essential Services,Clinic,amenity=clinic,node,10938676333,2.818246,101.694532,Selangor,10,Sepang,07,,,,,,,https://www.kliniksiti.com,,,
OSM_way_144359492,Medical Center,,,Essential Services,Clinic,amenity=clinic,way,144359492,2.761108,101.738976,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_10938676318,Medicentral,Medicentral,,Essential Services,Clinic,amenity=clinic,node,10938676318,2.820616,101.694529,Selangor,10,Sepang,07,,,,,,,https://www.klinikmedicentral.com/,,,
OSM_node_10934112386,Mediviron,Mediviron,Mediviron,Essential Services,Clinic,amenity=clinic,node,10934112386,2.821603,101.694153,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_12194025770,Ohana Mediclinic,,,Essential Services,Clinic,amenity=clinic,node,12194025770,2.924741,101.651082,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_13995535798,Orion Clinic,,,Essential Services,Clinic,amenity=clinic,node,13995535798,2.921198,101.636081,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_14086730223,POLIKLINIK & SURGERI MEDIKHLAS,,,Essential Services,Clinic,amenity=clinic,node,14086730223,2.885187,101.726634,Selangor,10,Sepang,07,,,,,,Golden Scalpel Services Sdn. Bhd.,,03 - 87501262,24/7,
OSM_node_10934112382,Poliklinik Amalmedik,,Poliklinik Amalmedik,Essential Services,Clinic,amenity=clinic,node,10934112382,2.821162,101.694147,Selangor,10,Sepang,07,,,,,,,https://www.amalmedik.com,,,
OSM_node_10933989998,Poliklinik Medi Ihsan,,Poliklinik Medi Ihsan,Essential Services,Clinic,amenity=clinic,node,10933989998,2.819103,101.689623,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_4719212665,Poliklinik Nur Fatimah,,Poliklinik Nur Fatimah,Essential Services,Clinic,amenity=clinic,node,4719212665,2.865268,101.673442,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_10970142957,Poliklinik UKM Kesihatan,,Poliklinik UKM Kesihatan,Essential Services,Clinic,amenity=clinic,node,10970142957,2.807081,101.695057,Selangor,10,Sepang,07,,,,,,,,,,
OSM_way_1533514947,Pusat Kesihatan Kampus UiTM Dengkil,,,Essential Services,Clinic,amenity=clinic,way,1533514947,2.870455,101.666965,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_12000494877,Sunsuria Medical Clinic,,,Essential Services,Clinic,amenity=clinic,node,12000494877,2.828622,101.707413,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_10934112378,Syamsul,,,Essential Services,Clinic,amenity=clinic,node,10934112378,2.824738,101.705608,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_14041650222,Unnamed Clinic,,,Essential Services,Clinic,amenity=clinic,node,14041650222,2.917123,101.64975,Selangor,10,Sepang,07,,,,,,,,,,
OSM_node_12117892654,Amethyst,,,Essential Services,Clinic,amenity=clinic,node,12117892654,2.964727,101.779563,Selangor,10,Ulu Langat,08,,,,,,,,,,
OSM_node_12270030317,Bekam Hamaz,,,Essential Services,Clinic,amenity=clinic,node,12270030317,2.964097,101.764759,Selangor,10,Ulu Langat,08,,,,,,,,,,
OSM_node_7314704266,Britannia Women & Children Specialist Clinic,Britannia Women & Children Specialist Clinic,,Essential Services,Clinic,amenity=clinic,node,7314704266,3.045955,101.74068,Selangor,10,Ulu Langat,08,,,,,,,,,,
OSM_node_12836712834,Care Clinics,,,Essential Services,Clinic,amenity=clinic,node,12836712834,2.957224,101.79066,Selangor,10,Ulu Langat,08,,,,,,,,,,
OSM_node_2946922975,Darussyifa,,,Essential Services,Clinic,amenity=clinic,node,2946922975,2.949378,101.768891,Selangor,10,Ulu Langat,08,,,,,,,,,,
OSM_node_4757002006,Dialisis Amal MAA Medicare,MAA Medicare Charity Dialysis,,Essential Services,Clinic,amenity=clinic,node,4757002006,2.978516,101.773289,Selangor,10,Ulu Langat,08,,,,,,,,,,
OSM_node_10564878533,Dr. Ahmad Poliklinik & Surgeri,,Dr. Ahmad Poliklinik & Surgeri,Essential Services,Clinic,amenity=clinic,node,10564878533,3.06088,101.772689,Selangor,10,Ulu Langat,08,,,,,,,,,,
OSM_node_313042199,Hospital Pusrawi SMC,Hospital Pusrawi SMC,Hospital Pusrawi SMC,Essential Services,Clinic,amenity=clinic,node,313042199,2.992228,101.791313,Selangor,10,Ulu Langat,08,,,,,,,,,24/7,
